measuring time...
0, 12997, 15996
1, 11997, 15996
2, 11997, 14996
3, 11996, 14997
4, 11997, 14996
5, 12997, 14996
6, 11997, 15996
7, 11997, 14996
8, 10997, 14996
9, 11997, 14996
10, 11997, 14996
11, 12996, 15996
12, 15996, 16996
13, 13997, 27993
14, 14997, 19995
15, 15996, 14996
16, 11997, 15996
17, 11997, 14996
18, 11997, 14996
19, 12996, 14996
20, 11997, 23993
21, 12997, 14996
22, 11997, 14996
23, 12997, 14996
24, 12997, 14996
25, 12997, 15996
26, 11996, 14997
27, 11997, 14996
28, 12997, 15996
29, 11997, 14996
30, 11997, 14996
31, 12996, 14996
32, 12996, 15995
33, 11997, 14996
34, 11997, 14996
35, 11997, 14996
36, 12997, 15996
37, 11997, 14996
38, 12997, 14996
39, 11997, 15996
40, 11997, 14996
41, 11997, 14996
42, 12997, 15996
43, 11997, 15995
44, 10998, 14996
45, 11996, 14997
46, 11997, 14996
47, 12997, 14996
48, 11997, 15996
49, 11997, 14996
50, 11997, 14996
51, 12996, 14996
52, 11997, 14996
53, 11997, 14997
54, 11997, 15996
55, 11997, 14996
56, 12997, 14996
57, 11997, 15996
58, 11997, 14996
59, 11997, 14996
60, 39990, 37990
61, 29992, 37990
62, 29992, 36990
63, 28992, 37991
64, 29992, 37990
65, 28993, 37990
66, 29993, 36991
67, 29992, 41989
68, 38990, 23994
69, 18995, 23993
70, 19994, 24993
71, 19994, 24993
72, 19995, 23994
73, 18995, 24994
74, 19995, 24994
75, 19995, 23994
76, 19995, 24993
77, 19995, 24993
78, 19995, 23994
79, 18995, 23994
80, 18995, 24993
81, 19995, 24993
82, 18995, 23993
83, 18995, 23993
84, 19995, 24993
85, 18996, 22994
86, 19995, 23994
87, 18995, 23994
88, 18995, 23994
89, 19995, 24993
90, 18995, 24994
91, 18995, 23994
92, 18995, 23994
93, 18995, 24994
94, 19995, 24994
95, 19995, 24994
96, 17996, 23994
97, 19994, 24993
98, 19994, 24993
99, 19994, 24993
100, 19995, 24993
101, 19995, 23994
102, 19995, 24993
103, 18995, 23994
104, 17995, 24994
105, 19995, 24994
106, 18995, 23994
107, 19995, 24994
108, 19995, 24994
109, 19994, 24993
110, 33991, 37990
111, 29992, 36991
112, 29993, 37991
113, 28992, 36990
114, 29993, 62984
115, 56985, 37990
116, 29993, 37991
117, 29992, 37990
118, 29992, 37990
119, 29993, 37991
120, 30992, 38990
121, 29993, 37991
122, 29993, 37991
123, 29992, 37991
124, 29992, 37990
125, 30992, 37990
126, 29993, 37990
127, 63984, 36991
128, 28993, 36991
129, 29992, 37991
130, 29992, 37990
131, 29993, 36991
132, 29992, 37991
133, 29992, 37990
134, 29993, 36991
135, 29992, 36990
136, 29992, 37990
137, 29992, 160958
138, 30992, 36990
139, 30992, 37991
140, 29992, 38990
141, 29993, 37991
142, 29992, 37990
143, 30992, 37990
144, 32992, 37990
145, 30992, 37991
146, 28993, 37990
147, 29993, 37991
148, 29992, 37990
149, 30992, 36991
150, 29992, 36990
151, 29992, 37991
152, 29992, 37990
153, 30993, 37991
154, 30992, 37990
155, 29992, 37990
156, 30992, 38990
157, 36990, 37990
158, 27993, 61984
159, 29993, 37991
160, 29992, 36991
161, 30992, 37991
162, 30992, 38990
163, 29992, 37990
164, 30993, 36991
165, 29992, 36990
166, 30992, 37990
167, 29993, 37990
168, 28993, 36991
169, 29992, 36990
170, 29992, 37991
171, 29992, 36990
172, 30992, 37990
173, 29993, 37991
174, 30992, 37990
175, 29992, 37990
176, 35991, 37991
177, 30992, 36991
178, 29992, 37990
179, 32991, 69982
180, 69982, 48987
181, 53986, 86978
182, 36990, 45988
183, 35991, 50986
184, 36990, 51986
185, 36990, 51987
186, 37991, 48988
187, 36990, 49987
188, 37991, 50987
189, 36990, 49987
190, 34991, 50987
191, 35991, 53986
192, 38990, 51986
193, 35991, 50987
194, 80979, 50987
195, 37991, 50987
196, 35990, 49987
197, 37990, 48987
198, 38990, 49987
199, 36990, 52986
200, 37991, 52986
201, 38990, 50987
202, 37990, 51986
203, 37991, 50987
204, 36990, 52987
205, 37990, 51986
206, 60985, 48988
207, 66983, 31991
208, 58985, 44988
209, 27992, 36991
210, 22994, 94975
211, 19994, 24993
212, 19994, 24993
213, 19995, 39989
214, 18995, 23994
215, 19995, 23994
216, 19995, 24993
217, 18995, 59984
218, 20995, 23994
219, 19995, 24993
220, 19995, 24993
221, 18996, 23993
222, 18995, 23993
223, 18995, 24993
224, 19995, 24994
225, 19995, 24994
226, 19995, 24994
227, 19995, 23994
228, 18995, 23994
229, 18995, 23994
230, 18995, 23994
231, 18995, 23994
232, 19995, 24994
233, 19995, 23994
234, 23994, 23994
235, 19995, 24994
236, 19995, 38990
237, 18995, 23994
238, 19995, 23994
239, 19995, 18995
240, 13996, 19994
241, 14996, 18995
242, 14996, 17995
243, 14996, 17995
244, 14997, 18995
245, 14996, 18995
246, 14996, 19994
247, 14996, 18995
248, 14997, 18995
249, 14996, 18995
250, 14996, 19995
251, 14996, 18995
252, 15996, 17995
253, 14996, 18995
254, 14997, 18995
255, 14996, 18995
256, 15996, 18995
257, 14996, 17996
258, 14996, 19994
259, 14996, 18995
260, 14996, 18995
261, 14996, 18995
262, 14996, 18995
263, 14996, 18996
264, 14996, 18995
265, 14996, 18996
266, 14996, 18995
267, 25994, 18995
268, 14996, 18995
269, 14996, 18995
270, 14997, 18995
271, 14997, 18995
272, 14996, 18995
273, 14996, 18995
274, 14996, 18995
275, 17995, 17996
276, 14996, 18995
277, 14996, 18995
278, 14996, 18996
279, 14996, 18995
280, 14996, 18995
281, 14996, 17995
282, 14996, 17995
283, 14996, 18995
284, 14997, 18995
285, 14996, 19995
286, 14996, 14996
287, 11997, 14996
288, 11997, 15996
289, 11997, 14996
290, 11997, 14996
291, 11997, 14996
292, 11997, 14996
293, 11997, 15996
294, 11997, 15996
295, 11997, 14997
296, 11996, 14997
297, 11997, 14996
298, 12997, 14996
299, 12997, 14996
300, 11997, 15996
301, 11997, 15996
302, 11997, 15996
303, 11997, 15996
304, 11997, 14996
305, 12996, 14996
306, 11997, 14996
307, 11997, 14996
308, 12997, 14996
309, 11997, 14996
310, 11997, 14996
311, 11997, 14996
312, 11997, 15996
313, 11997, 15996
314, 11997, 15996
315, 11997, 15996
316, 11996, 15996
317, 11997, 14996
318, 11997, 14996
319, 11997, 14996
320, 11997, 15995
321, 11997, 15996
322, 11997, 14996
323, 11997, 14996
324, 11997, 14996
325, 11997, 14996
326, 11997, 14996
327, 12996, 14996
328, 11997, 14996
329, 11997, 14997
330, 12996, 14997
331, 11997, 14996
332, 11997, 31991
333, 11997, 15996
334, 11997, 14996
335, 11997, 14996
336, 11997, 14996
337, 11997, 14996
338, 12996, 15996
339, 13997, 18995
340, 14996, 18995
341, 14996, 18995
342, 14996, 18996
343, 14996, 18995
344, 14996, 18995
345, 15996, 18995
346, 14996, 17995
347, 14996, 18995
348, 14996, 18996
349, 14996, 18995
350, 14996, 19995
351, 14996, 18995
352, 13996, 18995
353, 14996, 18995
354, 14996, 18996
355, 14996, 18995
356, 14996, 18995
357, 14997, 18995
358, 14996, 17995
359, 15996, 23993
360, 15996, 18995
361, 14997, 18995
362, 14996, 18995
363, 14996, 18995
364, 14996, 18995
365, 13997, 18995
366, 14996, 18995
367, 14997, 18995
368, 15996, 18995
369, 23994, 22994
370, 17995, 22994
371, 65984, 23994
372, 19995, 24993
373, 19995, 23993
374, 18995, 23993
375, 18995, 23993
376, 19995, 24993
377, 19995, 23994
378, 18996, 23993
379, 19994, 24993
380, 19994, 24993
381, 19994, 23994
382, 18996, 23994
383, 19995, 24994
384, 19995, 23994
385, 19995, 24994
386, 18995, 67982
387, 16996, 21994
388, 14996, 18995
389, 13996, 18995
390, 14996, 18995
391, 14996, 18995
392, 23994, 31992
393, 22994, 31992
394, 19995, 24994
395, 18995, 23994
396, 18995, 23994
397, 18996, 23994
398, 18996, 24993
399, 19995, 38990
400, 51986, 37990
401, 29992, 37990
402, 29992, 36990
403, 31992, 37990
404, 28993, 37990
405, 29992, 37990
406, 29992, 36991
407, 29993, 37991
408, 29992, 37990
409, 29992, 37990
410, 29993, 37990
411, 29993, 37990
412, 29993, 37991
413, 33992, 37991
414, 29992, 37990
415, 29992, 37990
416, 29993, 37990
417, 29993, 46988
418, 30992, 36990
419, 29993, 37991
420, 50986, 37991
421, 29992, 37990
422, 29992, 36990
423, 29993, 37991
424, 29993, 37991
425, 29992, 37990
426, 29993, 37990
427, 33991, 36991
428, 29992, 37990
429, 29992, 57985
430, 29993, 37991
431, 29992, 37990
432, 29992, 37990
433, 29992, 36990
434, 29993, 36990
435, 29993, 37990
436, 30992, 36991
437, 33992, 37990
438, 29992, 37990
439, 33991, 44989
440, 59985, 37990
441, 30992, 37990
442, 29992, 37990
443, 30993, 36991
444, 29992, 37990
445, 29992, 37990
446, 48988, 48988
447, 30992, 37990
448, 28993, 37990
449, 29992, 37990
450, 30992, 36991
451, 29993, 36991
452, 29992, 36991
453, 29992, 36991
454, 29993, 36990
455, 90976, 38990
456, 29993, 37991
457, 29992, 36991
458, 161958, 36991
459, 29993, 36990
460, 29993, 36991
461, 29993, 36991
462, 29992, 38990
463, 29992, 38990
464, 29992, 37991
465, 32992, 39990
466, 64983, 30992
467, 24993, 24993
468, 19995, 24994
469, 18995, 23994
470, 19995, 25993
471, 19995, 23994
472, 19995, 23994
473, 18995, 23994
474, 18995, 23994
475, 18996, 23994
476, 19994, 23994
477, 18995, 23994
478, 19994, 23994
479, 19995, 23994
480, 19995, 24994
481, 19995, 24993
482, 18995, 23994
483, 19995, 24994
484, 18995, 23994
485, 19995, 24994
486, 19995, 24994
487, 19995, 23994
488, 18995, 24993
489, 19994, 23994
490, 18995, 24994
491, 19995, 24994
492, 18995, 23994
493, 18995, 24994
494, 19995, 24994
495, 19995, 24994
496, 18995, 23994
497, 19995, 24994
498, 19995, 23994
499, 18995, 24993
500, 19995, 23993
501, 19994, 23993
502, 19994, 24993
503, 18996, 23994
504, 19995, 24993
505, 19994, 24993
506, 18995, 100974
507, 19995, 24994
508, 19995, 24994
509, 19995, 24994
510, 19995, 23994
511, 18995, 23994
512, 18995, 23994
513, 18995, 23994
514, 19995, 24994
515, 19995, 24994
516, 18995, 24994
517, 19995, 24994
518, 19995, 22994
519, 19995, 24993
520, 18995, 24993
521, 19995, 24993
522, 19995, 23994
523, 19995, 24994
524, 18995, 24994
525, 19995, 24994
526, 19995, 23994
527, 19995, 24994
528, 18995, 23994
529, 18995, 23994
530, 19995, 24994
531, 18995, 23994
532, 19995, 24993
533, 43989, 55986
534, 19994, 24993
535, 19994, 24993
536, 18996, 23994
537, 18996, 23994
538, 18996, 23993
539, 19994, 23994
540, 23994, 49988
541, 18995, 24993
542, 17995, 25993
543, 17995, 23993
544, 18995, 23994
545, 17996, 24994
546, 17995, 24993
547, 17996, 25994
548, 18995, 24994
549, 17995, 23994
550, 18996, 24994
551, 17996, 24994
552, 18995, 23994
553, 14997, 18995
554, 14996, 17995
555, 14996, 18995
556, 14996, 18996
557, 15996, 18995
558, 14996, 18995
559, 14997, 18995
560, 14996, 26993
561, 18995, 215944
562, 46988, 23994
563, 17996, 23993
564, 18995, 28993
565, 17995, 26993
566, 19995, 23994
567, 21994, 23994
568, 21995, 27993
569, 17995, 25993
570, 23994, 42989
571, 38990, 38990
572, 16996, 25993
573, 19995, 166957
574, 11997, 14996
575, 11997, 14996
576, 12997, 14996
577, 11997, 14996
578, 11997, 14996
579, 11997, 14996
580, 12996, 14996
581, 11997, 15995
582, 11997, 15996
583, 11997, 14996
584, 11997, 14996
585, 11997, 14996
586, 11997, 14996
587, 12997, 14996
588, 11997, 14996
589, 12997, 14996
590, 12997, 15996
591, 11996, 15996
592, 11997, 15995
593, 11997, 14996
594, 11997, 14996
595, 11997, 14996
596, 11997, 14996
597, 11997, 14996
598, 12997, 15996
599, 11996, 15996
600, 11997, 14996
